X,Y,upper_depth,lower_depth,value_avg,dataset_id,region,continent,date
-97.1102753,47.8624992,30.0,60.0,3.9,US-NCSS,Northern America,Northern America,2008
-98.4958344,45.0791664,36.0,58.0,0.6,US-NCSS,Northern America,Northern America,1949
-60.82222222,-34.22638889,39.0,60.0,0.1,WD-WISE,South America,South America,Unknown
-97.3065561,48.4583952,30.0,60.0,0.8,US-NCSS,Northern America,Northern America,2008
-102.9838889,48.9547222,39.0,60.0,4.5,US-NCSS,Northern America,Northern America,Unknown
-102.7388711,18.97272693,42.0,57.0,5.0,MX-INEGI,Central America,Northern America,Unknown
140.506612,-37.26335592,32.0,56.0,0.1,AU-CSIRO,Australia and New Zealand,Oceania,1996
-103.9952774,47.8488884,31.0,36.0,2.2,US-NCSS,Northern America,Northern America,2005
-104.4784548,29.53777761,30.0,46.0,2.0,MX-INEGI,Central America,Northern America,1983
-108.8495203,27.19747505,31.0,58.0,0.0,MX-INEGI,Central America,Northern America,2004
-118.9407272,39.46131134,40.0,51.0,11.4,US-NCSS,Northern America,Northern America,1999
-100.0483333,47.6880556,30.0,38.0,2.6,US-NCSS,Northern America,Northern America,Unknown
-117.2661133,33.7061119,30.0,46.0,0.4,US-NCSS,Northern America,Northern America,1957
-105.3773718,20.00939186,42.0,60.0,1.0,MX-INEGI,Central America,Northern America,1990
-101.7724991,43.7352791,36.0,53.0,3.1,US-NCSS,Northern America,Northern America,1982
-108.1101837,45.8582611,33.0,43.0,0.7,US-NCSS,Northern America,Northern America,1956
-106.7543735,31.26191529,31.0,59.0,0.1,MX-INEGI,Central America,Northern America,1999
-103.9975357,45.34773254,41.0,58.0,5.7,US-NCSS,Northern America,Northern America,1981
3.88333,7.48333,45.0,60.0,0.1,WD-WISE,Western Africa,Africa,1973
-98.92799425,22.90043803,39.0,56.0,0.3,MX-INEGI,Central America,Northern America,2003
-103.1772222,46.7647222,33.0,41.0,0.4,US-NCSS,Northern America,Northern America,Unknown
-89.7455521,44.4933319,34.0,53.0,0.7,US-NCSS,Northern America,Northern America,1970
9.65,4.716667,30.0,40.0,0.1,AF-AfSP,Middle Africa,Africa,1976
-36.2,-7.233333333,30.0,51.0,0.3,WD-WISE,South America,South America,1986
-97.6075536,37.9892121,40.0,54.0,5.6,US-NCSS,Northern America,Northern America,1992
-100.13464,26.96750724,33.0,56.0,2.0,MX-INEGI,Central America,Northern America,1986
-97.1129509,47.8611088,30.0,60.0,5.6,US-NCSS,Northern America,Northern America,2008
30.658333,-29.45,40.0,60.0,0.1,WD-WISE,Southern Africa,Africa,1975
-98.22079225,24.48318658,33.0,53.0,2.0,MX-INEGI,Central America,Northern America,1980
-111.2930527,43.8752785,33.0,48.0,0.5,US-NCSS,Northern America,Northern America,1956
140.5216282,-36.6320475,43.0,58.0,1.7,AU-CSIRO,Australia and New Zealand,Oceania,1995
-97.1777802,47.898056,30.0,60.0,7.8,US-NCSS,Northern America,Northern America,2008
138.7209792,-35.04709993,35.0,50.0,0.9,AU-CSIRO,Australia and New Zealand,Oceania,2004
-104.4859444,37.3957778,33.0,59.0,12.4,US-NCSS,Northern America,Northern America,1980
105.8555527,47.8125,38.0,60.0,4.7,US-NCSS,Eastern Asia,Asia,1993
140.7512382,-35.34951087,30.0,60.0,5.4,AU-CSIRO,Australia and New Zealand,Oceania,1996
-102.8796921,46.7751122,34.0,47.0,0.3,US-NCSS,Northern America,Northern America,2003
-109.9443717,27.3533212,30.0,45.0,0.2,MX-INEGI,Central America,Northern America,2004
-96.1427765,40.1136093,33.0,46.0,0.4,US-NCSS,Northern America,Northern America,1958
-96.0438919,38.3508339,37.0,55.0,1.1,US-NCSS,Northern America,Northern America,1997
-112.5839026,30.73049788,30.0,50.0,0.3,MX-INEGI,Central America,Northern America,2004
-76.3499985,3.4833333,35.0,50.0,0.7,US-NCSS,South America,South America,1987
-110.3769559,31.2491044,35.0,51.0,10.6,MX-INEGI,Central America,Northern America,2003
-113.1016693,44.3080559,39.0,58.0,1.5,US-NCSS,Northern America,Northern America,1982
137.759823,-34.36609438,32.0,50.0,0.4,AU-CSIRO,Australia and New Zealand,Oceania,1992
-114.4022217,47.4622231,36.0,60.0,2.7,US-NCSS,Northern America,Northern America,1991
-99.7391176,48.2287734,45.0,60.0,0.2,US-NCSS,Northern America,Northern America,Unknown
-106.0601966,27.93513974,44.0,60.0,0.2,MX-INEGI,Central America,Northern America,2004
-99.6548726,47.2610792,45.0,60.0,1.7,US-NCSS,Northern America,Northern America,Unknown
-121.5580368,41.854847,48.0,51.0,2.6,US-NCSS,Northern America,Northern America,1980
-101.6624985,43.8541679,30.0,43.0,0.7,US-NCSS,Northern America,Northern America,1982
-120.7444458,44.9852791,53.0,58.0,0.4,US-NCSS,Northern America,Northern America,1957
-6.75,38.78333333,30.0,40.0,0.1,WD-WISE,Southern Europe,Europe,1970
1.248889,14.346111,40.0,60.0,7.0,WD-WISE,Western Africa,Africa,Unknown
19.48527778,64.2025,35.0,50.0,0.1,WD-WISE,Northern Europe,Europe,1968
-120.0736084,35.8677788,36.0,41.0,6.3,US-NCSS,Northern America,Northern America,1989
-102.1594444,48.6697222,33.0,46.0,3.4,US-NCSS,Northern America,Northern America,Unknown
-98.06350797,22.71406242,42.0,51.0,0.1,MX-INEGI,Central America,Northern America,2003
-106.176826,26.90860022,41.0,45.0,2.0,MX-INEGI,Central America,Northern America,1989
-102.3627777,42.2324982,38.0,51.0,0.6,US-NCSS,Northern America,Northern America,1988
-86.5136108,38.6155548,35.0,53.0,0.1,US-NCSS,Northern America,Northern America,Unknown
-104.1003101,27.00200263,33.0,55.0,1.0,MX-INEGI,Central America,Northern America,Unknown
-83.8129578,32.0743484,38.0,56.0,0.0,WD-WISE,Northern America,Northern America,1981
-100.6311111,43.3172226,33.0,46.0,11.8,US-NCSS,Northern America,Northern America,1971
-97.3261111,48.2675,30.0,60.0,3.5,US-NCSS,Northern America,Northern America,2007
-115.0142172,27.79775902,34.0,57.0,0.1,MX-INEGI,Central America,Northern America,2005
-100.4064616,26.41368115,35.0,60.0,0.1,MX-INEGI,Central America,Northern America,2005
-105.1898193,47.21272278,40.0,60.0,1.2,WD-WISE,Northern America,Northern America,Unknown
5.966666667,52.01666667,35.0,55.0,0.0,WD-WISE,Western Europe,Europe,1989
-100.6485138,47.46928787,30.0,45.0,0.1,US-NCSS,Northern America,Northern America,Unknown
-102.3030556,46.9816667,30.0,51.0,0.8,US-NCSS,Northern America,Northern America,Unknown
137.6428219,-34.43088081,42.0,56.0,0.4,AU-CSIRO,Australia and New Zealand,Oceania,1992
-101.3425446,35.1217079,36.0,60.0,0.6,US-NCSS,Northern America,Northern America,2012
-97.80318585,18.86086506,32.0,52.0,1.0,MX-INEGI,Central America,Northern America,Unknown
-98.35319519,47.80942535,33.0,43.0,0.6,US-NCSS,Northern America,Northern America,Unknown
-108.653,37.245,38.0,48.0,0.7,US-NCSS,Northern America,Northern America,1983
138.6164138,-33.8812904,30.0,38.0,0.2,AU-CSIRO,Australia and New Zealand,Oceania,2004
-97.5166702,26.2166672,33.0,53.0,1.2,US-NCSS,Northern America,Northern America,1980
-107.6497661,30.04152299,37.0,57.0,1.0,MX-INEGI,Central America,Northern America,Unknown
-104.6956495,25.78747499,30.0,52.0,1.0,MX-INEGI,Central America,Northern America,1990
140.5961959,-37.4881389,42.0,58.0,0.2,AU-CSIRO,Australia and New Zealand,Oceania,1996
-99.2316314,46.1118298,30.0,45.0,1.2,US-NCSS,Northern America,Northern America,Unknown
-110.5386524,28.3320638,36.0,60.0,2.0,MX-INEGI,Central America,Northern America,Unknown
-108.6224213,45.7827034,36.0,58.0,0.7,US-NCSS,Northern America,Northern America,1956
-102.1474411,23.10236032,31.0,43.0,1.0,MX-INEGI,Central America,Northern America,Unknown
-98.92858887,46.90524673,37.0,60.0,0.5,US-NCSS,Northern America,Northern America,Unknown
-97.7023672,48.5273083,30.0,60.0,3.9,US-NCSS,Northern America,Northern America,2008
-103.0305557,30.7849998,33.0,58.0,1.0,US-NCSS,Northern America,Northern America,1961
-98.2389167,47.6145,30.0,60.0,12.8,US-NCSS,Northern America,Northern America,2009
-120.4397202,44.9152794,33.0,58.0,0.8,US-NCSS,Northern America,Northern America,1998
-97.91937956,26.02690875,31.0,56.0,0.4,MX-INEGI,Central America,Northern America,2005
86.22686005,26.95755005,45.0,55.0,0.2,NP-SOTER,Southern Asia,Asia,Unknown
-105.1777456,23.20719493,30.0,50.0,6.2,MX-INEGI,Central America,Northern America,1972
-105.101387,44.2844429,41.0,58.0,15.9,US-NCSS,Northern America,Northern America,1977
-103.29795,46.8415,30.0,60.0,0.5,US-NCSS,Northern America,Northern America,2009
-108.9159622,39.26636505,30.0,46.0,3.0,US-NCSS,Northern America,Northern America,1991
-107.5537901,28.92063268,41.0,58.0,0.0,MX-INEGI,Central America,Northern America,2003
-101.8388889,48.7055556,36.0,51.0,2.6,US-NCSS,Northern America,Northern America,Unknown
-103.0579767,25.09377602,34.0,60.0,0.2,MX-INEGI,Central America,Northern America,2005
-104.0870802,25.28272835,39.0,60.0,1.0,MX-INEGI,Central America,Northern America,Unknown
-112.2526779,33.7981224,48.0,51.0,3.1,US-NCSS,Northern America,Northern America,1978
101.7280556,6.260833333,32.0,48.0,0.0,WD-WISE,South-Eastern Asia,Asia,Unknown
-96.1072235,35.4377785,30.0,60.0,1.2,US-NCSS,Northern America,Northern America,1991
-106.3274042,29.26062635,32.0,59.0,1.7,MX-INEGI,Central America,Northern America,2003
-88.34025969,21.00603837,43.0,55.0,0.2,MX-INEGI,Central America,Northern America,2002
-104.8194975,21.2245695,30.0,60.0,1.0,MX-INEGI,Central America,Northern America,Unknown
16.82694444,52.03916667,31.0,43.0,0.1,WD-WISE,Eastern Europe,Europe,1991
-7.5999999,33.1500015,30.0,45.0,0.4,WD-WISE,Northern Africa,Africa,1987
-115.0772324,37.2121925,30.0,51.0,3.8,US-NCSS,Northern America,Northern America,1959
-103.6586685,44.778389,30.0,40.0,3.1,US-NCSS,Northern America,Northern America,Unknown
-113.9022217,41.7669449,31.0,51.0,0.4,US-NCSS,Northern America,Northern America,1982
-97.3147508,48.2966968,30.0,60.0,8.1,US-NCSS,Northern America,Northern America,2008
-117.6592941,40.685173,43.0,53.0,1.9,US-NCSS,Northern America,Northern America,1966
-115.7453308,38.9638252,30.0,44.0,1.4,US-NCSS,Northern America,Northern America,1973
-110.2448609,28.18126251,33.0,46.0,20.0,MX-INEGI,Central America,Northern America,Unknown
160.6016693,-77.84866333,40.0,50.0,24.2,WD-WISE,Antarctica,Antarctica,1990
-96.8599403,46.8219818,30.0,46.0,2.0,US-NCSS,Northern America,Northern America,1965
-111.839447,39.1402779,48.0,58.0,1.0,US-NCSS,Northern America,Northern America,1967
-101.9569444,48.0166667,33.0,43.0,0.7,US-NCSS,Northern America,Northern America,Unknown
-109.1548738,29.85930211,30.0,60.0,1.0,MX-INEGI,Central America,Northern America,Unknown
-115.9430542,46.8383598,31.0,58.0,0.1,US-NCSS,Northern America,Northern America,1977
-97.2522482,48.2512104,30.0,60.0,6.6,US-NCSS,Northern America,Northern America,2008
1.878611,13.631389,32.0,52.0,0.1,WD-WISE,Western Africa,Africa,Unknown
-103.0916765,18.82605423,32.0,57.0,0.0,MX-INEGI,Central America,Northern America,2005
-97.2002778,48.4125,30.0,43.0,0.7,US-NCSS,Northern America,Northern America,1954
-88.3766632,38.6919441,33.0,43.0,0.4,US-NCSS,Northern America,Northern America,1989
-111.2847214,46.3583336,40.0,55.0,0.4,WD-WISE,Northern America,Northern America,1985
-103.6586685,44.778389,50.0,60.0,3.8,US-NCSS,Northern America,Northern America,Unknown
-108.437561,32.0967979,49.0,53.0,11.6,US-NCSS,Northern America,Northern America,1976
23.55972222,51.11972222,40.0,50.0,0.2,EU-SOTER,Eastern Europe,Europe,1995
-106.9661102,46.730278,31.0,53.0,1.3,US-NCSS,Northern America,Northern America,1979
138.7839485,-33.81949969,30.0,45.0,1.8,AU-CSIRO,Australia and New Zealand,Oceania,1993
-118.0277778,39.2833333,48.0,56.0,21.8,US-NCSS,Northern America,Northern America,1972
34.960938,-2.751302,40.0,60.0,14.5,AF-AfSP,Eastern Africa,Africa,1971
-111.9775467,46.7562904,33.0,46.0,0.6,US-NCSS,Northern America,Northern America,1978
-99.7391649,48.2307901,45.0,60.0,0.2,US-NCSS,Northern America,Northern America,Unknown
-97.7005019,48.5253102,30.0,60.0,2.4,US-NCSS,Northern America,Northern America,2008
-88.73572285,20.23747096,37.0,56.0,0.1,MX-INEGI,Central America,Northern America,2003
-121.6080551,37.8711128,33.0,51.0,40.0,US-NCSS,Northern America,Northern America,1957
146.4124653,-23.05446595,41.0,49.0,0.4,AU-CSIRO,Australia and New Zealand,Oceania,2002
-102.8818964,20.05088289,34.0,48.0,1.0,MX-INEGI,Central America,Northern America,Unknown
-97.0263889,47.0788889,41.0,58.0,0.7,US-NCSS,Northern America,Northern America,1953
-107.9395447,38.53082657,39.0,58.0,3.9,US-NCSS,Northern America,Northern America,Unknown
-91.2163925,32.0905571,31.0,48.0,0.4,US-NCSS,Northern America,Northern America,1996
144.8210864,-20.68697513,30.0,60.0,0.2,AU-CSIRO,Australia and New Zealand,Oceania,2002
-99.5921173,36.6357841,40.0,50.0,0.3,US-NCSS,Northern America,Northern America,2008
-108.5568542,45.0735397,48.0,60.0,0.7,US-NCSS,Northern America,Northern America,1988
136.205394,-33.62925402,42.0,50.0,2.5,AU-CSIRO,Australia and New Zealand,Oceania,1988
-97.1944427,31.3999996,48.0,58.0,0.6,US-NCSS,Northern America,Northern America,1962
-110.043335,34.251667,33.0,48.0,0.2,US-NCSS,Northern America,Northern America,1956
-112.6353888,29.85657605,36.0,47.0,2.5,MX-INEGI,Central America,Northern America,Unknown
-102.1670806,26.84936776,31.0,51.0,2.3,MX-INEGI,Central America,Northern America,2005
-103.1885278,46.7083056,34.0,50.0,10.0,US-NCSS,Northern America,Northern America,2001
-95.7828598,29.9045563,45.0,56.0,0.1,US-NCSS,Northern America,Northern America,2004
-113.1272202,33.5061111,36.0,58.0,0.5,US-NCSS,Northern America,Northern America,1967
137.7344883,-34.33916876,36.0,50.0,17.8,AU-CSIRO,Australia and New Zealand,Oceania,2002
-97.7312241,26.7908897,38.0,55.0,2.2,US-NCSS,Northern America,Northern America,2000
-72.5195139,42.3940222,33.0,41.0,0.1,US-NCSS,Northern America,Northern America,Unknown
-107.9840622,45.6546516,30.0,46.0,1.2,US-NCSS,Northern America,Northern America,1966
-102.0380478,38.0428886,33.0,54.0,4.9,US-NCSS,Northern America,Northern America,2003
138.9051151,-34.94728501,35.0,55.0,0.3,AU-CSIRO,Australia and New Zealand,Oceania,1993
-116.7445526,41.6140633,41.0,46.0,7.0,US-NCSS,Northern America,Northern America,1980
-118.6224213,43.2829323,30.0,50.0,4.5,US-NCSS,Northern America,Northern America,1993
-100.1469923,24.2799145,34.0,55.0,1.9,MX-INEGI,Central America,Northern America,2004
-102.134964,33.1308517,48.0,58.0,0.3,US-NCSS,Northern America,Northern America,Unknown
138.5250861,-35.27728139,36.0,50.0,0.7,AU-CSIRO,Australia and New Zealand,Oceania,1994
-70.8296139,42.6511417,41.0,51.0,0.5,US-NCSS,Northern America,Northern America,1978
-97.3688889,48.535,30.0,60.0,9.2,US-NCSS,Northern America,Northern America,2007
-110.6827774,47.7738876,33.0,59.0,0.4,WD-WISE,Northern America,Northern America,1980
34.916667,-0.666667,30.0,40.0,0.1,WD-WISE,Eastern Africa,Africa,1976
-112.4622192,34.9075012,33.0,51.0,0.5,US-NCSS,Northern America,Northern America,1959
22.96722222,61.79361111,32.0,50.0,0.1,WD-WISE,Northern Europe,Europe,1968
-111.3916954,28.67228913,30.0,50.0,0.1,MX-INEGI,Central America,Northern America,2005
-119.2155533,47.0288887,33.0,51.0,0.5,US-NCSS,Northern America,Northern America,1961
2.3725,13.171389,33.0,49.0,0.1,WD-WISE,Western Africa,Africa,Unknown
-106.2334875,23.13697111,30.0,51.0,0.1,MX-INEGI,Central America,Northern America,2003
-69.95,-4.133333333,30.0,50.0,0.1,WD-WISE,South America,South America,1981
17.5318,-17.4588,38.0,59.0,10.1,SAF-SOTER,Southern Africa,Africa,1998
31.166666,-10.166667,40.0,60.0,0.0,WD-WISE,Eastern Africa,Africa,1977
-117.6820755,40.6829491,30.0,46.0,8.4,US-NCSS,Northern America,Northern America,1966
-97.1794434,47.896946,30.0,60.0,6.2,US-NCSS,Northern America,Northern America,2008
-110.2950649,28.51734978,40.0,55.0,0.1,MX-INEGI,Central America,Northern America,2005
2.890556,13.263056,30.0,50.0,0.1,AF-AfSP,Western Africa,Africa,Unknown
-112.9469933,30.68032037,32.0,51.0,1.0,MX-INEGI,Central America,Northern America,Unknown
-103.5867488,22.77896044,30.0,45.0,2.0,MX-INEGI,Central America,Northern America,1992
-104.0161438,44.7777328,38.0,58.0,0.4,US-NCSS,Northern America,Northern America,1970
-100.5412216,37.8573608,33.0,49.0,4.5,US-NCSS,Northern America,Northern America,2006
-105.2690244,23.85699758,40.0,50.0,0.1,MX-INEGI,Central America,Northern America,2003
-114.9297256,40.5122223,44.0,60.0,8.1,US-NCSS,Northern America,Northern America,1989
145.368275,-21.69800705,40.0,60.0,0.1,AU-CSIRO,Australia and New Zealand,Oceania,2002
-100.6359827,24.75726696,42.0,60.0,3.4,MX-INEGI,Central America,Northern America,1993
-103.6033889,37.2271111,30.0,56.0,0.6,US-NCSS,Northern America,Northern America,1996
-71.6167444,42.4773278,46.0,56.0,0.1,US-NCSS,Northern America,Northern America,1979
-102.1702778,48.7783333,41.0,58.0,10.2,US-NCSS,Northern America,Northern America,Unknown
-76.3499985,3.4833333,42.0,58.0,0.8,US-NCSS,South America,South America,1987
-101.0377699,17.38864537,38.0,56.0,1.0,MX-INEGI,Central America,Northern America,1985
-97.3688889,48.5302778,30.0,60.0,3.9,US-NCSS,Northern America,Northern America,2007
-100.5405579,30.2900009,50.0,60.0,0.5,WD-WISE,Northern America,Northern America,1987
-114.8666333,27.73985994,34.0,47.0,10.5,MX-INEGI,Central America,Northern America,2005
138.0331945,-33.04735983,30.0,60.0,0.4,AU-CSIRO,Australia and New Zealand,Oceania,1996
139.4917426,-35.93736105,38.0,55.0,0.5,AU-CSIRO,Australia and New Zealand,Oceania,Unknown
27.233333,-29.816667,34.0,55.0,0.0,WD-WISE,Southern Africa,Africa,1982
-102.377739,43.0771942,36.0,46.0,0.6,US-NCSS,Northern America,Northern America,1957
-95.9568806,41.1644306,47.0,50.0,1.2,US-NCSS,Northern America,Northern America,2011
5.576111111,51.56972222,33.0,43.0,0.1,WD-WISE,Western Europe,Europe,1991
140.5675472,-36.16844183,32.0,60.0,0.3,AU-CSIRO,Australia and New Zealand,Oceania,2007
-104.6651143,24.51738874,42.0,58.0,0.4,MX-INEGI,Central America,Northern America,2005
-109.9355545,41.5369453,43.0,56.0,4.5,US-NCSS,Northern America,Northern America,Unknown
-118.6906944,40.5043611,33.0,49.0,10.3,US-NCSS,Northern America,Northern America,2008
-105.8741684,38.9869461,33.0,53.0,15.0,US-NCSS,Northern America,Northern America,2007
-91.10835596,18.03269846,35.0,60.0,1.0,MX-INEGI,Central America,Northern America,Unknown
29.991667,-29.133333,33.0,48.0,0.0,AF-AfSP,Southern Africa,Africa,1969
-100.1597473,27.61192101,30.0,60.0,2.1,MX-INEGI,Central America,Northern America,1996
-89.16712929,20.02802228,38.0,56.0,1.0,MX-INEGI,Central America,Northern America,1983
-102.2184889,43.9814389,33.0,46.0,8.2,US-NCSS,Northern America,Northern America,2009
-99.2842388,47.1440666,45.0,60.0,0.7,US-NCSS,Northern America,Northern America,Unknown
6.416666667,50.91666667,30.0,45.0,0.1,WD-WISE,Western Europe,Europe,1967
